"VID_PID";"VID";"VID_name";"PID";"PID_name"
"VID_1D50&PID_6044";"1D50";"OpenMoko, Inc.";"6044";"open-usb-can (DFU)"
"VID_1D50&PID_6045";"1D50";"OpenMoko, Inc.";"6045";"open-usb-can"
"VID_1D50&PID_6046";"1D50";"OpenMoko, Inc.";"6046";"mimus-weigand"
"VID_1D50&PID_6047";"1D50";"OpenMoko, Inc.";"6047";"RfCat Chronos Dongle"
"VID_1D50&PID_6048";"1D50";"OpenMoko, Inc.";"6048";"RfCat Dons Dongle"
"VID_1D50&PID_6049";"1D50";"OpenMoko, Inc.";"6049";"RfCat Chronos bootloader"
"VID_1D50&PID_604A";"1D50";"OpenMoko, Inc.";"604A";"RfCat Dons bootloader"
"VID_1D50&PID_604B";"1D50";"OpenMoko, Inc.";"604B";"HackRF Jawbreaker Software-Defined Radio"
"VID_1D50&PID_604C";"1D50";"OpenMoko, Inc.";"604C";"Makibox A6"
"VID_1D50&PID_604D";"1D50";"OpenMoko, Inc.";"604D";"Paella Pulse height analyzer"
"VID_1D50&PID_604E";"1D50";"OpenMoko, Inc.";"604E";"Miniscope v2b"
"VID_1D50&PID_604F";"1D50";"OpenMoko, Inc.";"604F";"Miniscope v2c"
"VID_1D50&PID_6050";"1D50";"OpenMoko, Inc.";"6050";"GoodFET"
"VID_1D50&PID_6051";"1D50";"OpenMoko, Inc.";"6051";"pinocc.io"
"VID_1D50&PID_6052";"1D50";"OpenMoko, Inc.";"6052";"APB Team Robotic Development Board"
"VID_1D50&PID_6053";"1D50";"OpenMoko, Inc.";"6053";"Darkgame Controller"
"VID_1D50&PID_6054";"1D50";"OpenMoko, Inc.";"6054";"Satlab/AAUSAT3 BlueBox"
"VID_1D50&PID_6055";"1D50";"OpenMoko, Inc.";"6055";"RADiuS ER900TRS-02 transciever with SMA Connector"
"VID_1D50&PID_6056";"1D50";"OpenMoko, Inc.";"6056";"The Glitch"
"VID_1D50&PID_6057";"1D50";"OpenMoko, Inc.";"6057";"OpenPipe MIDI Shield"
"VID_1D50&PID_6058";"1D50";"OpenMoko, Inc.";"6058";"Novena OTG port"
"VID_1D50&PID_6059";"1D50";"OpenMoko, Inc.";"6059";"xser serial"
"VID_1D50&PID_605A";"1D50";"OpenMoko, Inc.";"605A";"Daisho test"
"VID_1D50&PID_605B";"1D50";"OpenMoko, Inc.";"605B";"RfCat YARD Stick One"
"VID_1D50&PID_605C";"1D50";"OpenMoko, Inc.";"605C";"YARD Stick One bootloader"
"VID_1D50&PID_605D";"1D50";"OpenMoko, Inc.";"605D";"Funky Sensor v2"
"VID_1D50&PID_605E";"1D50";"OpenMoko, Inc.";"605E";"Blinkiverse Analog LED Fader"
"VID_1D50&PID_605F";"1D50";"OpenMoko, Inc.";"605F";"Small DIP package Cypress FX2"
"VID_1D50&PID_6060";"1D50";"OpenMoko, Inc.";"6060";"Data logger using the Cypress FX2"
"VID_1D50&PID_6061";"1D50";"OpenMoko, Inc.";"6061";"Power Manager"
"VID_1D50&PID_6062";"1D50";"OpenMoko, Inc.";"6062";"WhiteRabbit console and Wishbone bridge"
"VID_1D50&PID_6063";"1D50";"OpenMoko, Inc.";"6063";"CPC FPGA"
"VID_1D50&PID_6064";"1D50";"OpenMoko, Inc.";"6064";"CPC FPGA (DFU)"
"VID_1D50&PID_6065";"1D50";"OpenMoko, Inc.";"6065";"CPC FPGA (Serial)"
"VID_1D50&PID_6066";"1D50";"OpenMoko, Inc.";"6066";"Nuand BladeRF"
"VID_1D50&PID_6067";"1D50";"OpenMoko, Inc.";"6067";"Orbotron 9000 (Serial)"
"VID_1D50&PID_6068";"1D50";"OpenMoko, Inc.";"6068";"Orbotron 9000 (HID)"
"VID_1D50&PID_6069";"1D50";"OpenMoko, Inc.";"6069";"xser (DFU)"
"VID_1D50&PID_606A";"1D50";"OpenMoko, Inc.";"606A";"xser (legacy)"
"VID_1D50&PID_606B";"1D50";"OpenMoko, Inc.";"606B";"S08-245, urJtag compatible firmware for S08JS"
"VID_1D50&PID_606C";"1D50";"OpenMoko, Inc.";"606C";"Blinkytape full-color light tape"
"VID_1D50&PID_606D";"1D50";"OpenMoko, Inc.";"606D";"TinyG open source motion controller"
"VID_1D50&PID_606E";"1D50";"OpenMoko, Inc.";"606E";"Reefangel Evolution 1.0"
"VID_1D50&PID_606F";"1D50";"OpenMoko, Inc.";"606F";"Geschwister Schneider CAN adapter"
"VID_1D50&PID_6070";"1D50";"OpenMoko, Inc.";"6070";"Open Pinball Project"
"VID_1D50&PID_6071";"1D50";"OpenMoko, Inc.";"6071";"The Glitch HID"
"VID_1D50&PID_6072";"1D50";"OpenMoko, Inc.";"6072";"The Glitch Disk"
"VID_1D50&PID_6073";"1D50";"OpenMoko, Inc.";"6073";"The Glitch Serial"
"VID_1D50&PID_6074";"1D50";"OpenMoko, Inc.";"6074";"The Glitch MIDI"
"VID_1D50&PID_6075";"1D50";"OpenMoko, Inc.";"6075";"The Glitch RawHID"
"VID_1D50&PID_6076";"1D50";"OpenMoko, Inc.";"6076";"Vultureprog BIOS chip programmer"
"VID_1D50&PID_6077";"1D50";"OpenMoko, Inc.";"6077";"PaintDuino"
"VID_1D50&PID_6078";"1D50";"OpenMoko, Inc.";"6078";"DTplug"
"VID_1D50&PID_6079";"1D50";"OpenMoko, Inc.";"6079";"Mood Light"
"VID_1D50&PID_607A";"1D50";"OpenMoko, Inc.";"607A";"Fadecandy"
"VID_1D50&PID_607B";"1D50";"OpenMoko, Inc.";"607B";"RCDongle for IR remote control"
"VID_1D50&PID_607C";"1D50";"OpenMoko, Inc.";"607C";"OpenVizsla USB sniffer/analyzer"
"VID_1D50&PID_607D";"1D50";"OpenMoko, Inc.";"607D";"Spark Core Arduino-compatible board with WiFi"
"VID_1D50&PID_607E";"1D50";"OpenMoko, Inc.";"607E";"OSHUG Wuthering multi-tool"
"VID_1D50&PID_607F";"1D50";"OpenMoko, Inc.";"607F";"Spark Core Arduino-compatible board with WiFi (bootloader)"
"VID_1D50&PID_6080";"1D50";"OpenMoko, Inc.";"6080";"arcin arcade controller"
"VID_1D50&PID_6081";"1D50";"OpenMoko, Inc.";"6081";"BladeRF (bootloader)"
"VID_1D50&PID_6082";"1D50";"OpenMoko, Inc.";"6082";"Facecandy (DFU)"
"VID_1D50&PID_6083";"1D50";"OpenMoko, Inc.";"6083";"LightUp (bootloader)"
"VID_1D50&PID_6084";"1D50";"OpenMoko, Inc.";"6084";"arcin arcade controller (DFU)"
"VID_1D50&PID_6085";"1D50";"OpenMoko, Inc.";"6085";"IRKit for controlloing home electronics from iOS devices"
"VID_1D50&PID_6086";"1D50";"OpenMoko, Inc.";"6086";"OneRNG entropy device"
"VID_1D50&PID_6087";"1D50";"OpenMoko, Inc.";"6087";"Blinkytape (alternate endpoint config)"
"VID_1D50&PID_6088";"1D50";"OpenMoko, Inc.";"6088";"picp PIC16F145x based PIC16F145x programmer"
"VID_1D50&PID_6089";"1D50";"OpenMoko, Inc.";"6089";"Great Scott Gadgets HackRF One SDR"
"VID_1D50&PID_608A";"1D50";"OpenMoko, Inc.";"608A";"BLEduino"
"VID_1D50&PID_608B";"1D50";"OpenMoko, Inc.";"608B";"Loctronix ASR-2300 SDR/motion sensing module"
"VID_1D50&PID_608C";"1D50";"OpenMoko, Inc.";"608C";"Fx2lafw"
"VID_1D50&PID_608D";"1D50";"OpenMoko, Inc.";"608D";"Fx2lafw"
"VID_1D50&PID_608E";"1D50";"OpenMoko, Inc.";"608E";"Fx2lafw"
"VID_1D50&PID_608F";"1D50";"OpenMoko, Inc.";"608F";"Fx2lafw"
"VID_1D50&PID_6090";"1D50";"OpenMoko, Inc.";"6090";"Fx2lafw"
"VID_1D50&PID_6091";"1D50";"OpenMoko, Inc.";"6091";"Fx2lafw"
"VID_1D50&PID_6092";"1D50";"OpenMoko, Inc.";"6092";"Fx2lafw"
"VID_1D50&PID_6093";"1D50";"OpenMoko, Inc.";"6093";"Fx2lafw"
"VID_1D50&PID_6094";"1D50";"OpenMoko, Inc.";"6094";"Fx2lafw"
"VID_1D50&PID_6095";"1D50";"OpenMoko, Inc.";"6095";"Fx2lafw"
"VID_1D50&PID_6096";"1D50";"OpenMoko, Inc.";"6096";"LightUp (sketch)"
"VID_1D50&PID_6097";"1D50";"OpenMoko, Inc.";"6097";"Tessel JavaScript enabled Microcontroller with built-in WiFi"
"VID_1D50&PID_6098";"1D50";"OpenMoko, Inc.";"6098";"RFIDler"
"VID_1D50&PID_6099";"1D50";"OpenMoko, Inc.";"6099";"RASDR Radio Astronomy SDR Rx Interface"
"VID_1D50&PID_609A";"1D50";"OpenMoko, Inc.";"609A";"RASDR Radio Astronomy SDR Tx Interface"
"VID_1D50&PID_609B";"1D50";"OpenMoko, Inc.";"609B";"RASDR Radio Astronomy SDR (bootloader)"
"VID_1D50&PID_609C";"1D50";"OpenMoko, Inc.";"609C";"antiAFK keyboard"
"VID_1D50&PID_609D";"1D50";"OpenMoko, Inc.";"609D";"PIC16F145x bootloader"
"VID_1D50&PID_609E";"1D50";"OpenMoko, Inc.";"609E";"Clyde Lamp by Fabule (bootloader)"
"VID_1D50&PID_609F";"1D50";"OpenMoko, Inc.";"609F";"Clyde Lamp by Fabule (sketch)"
"VID_1D50&PID_60A0";"1D50";"OpenMoko, Inc.";"60A0";"Smoothiepanel robotic control interface"
"VID_1D50&PID_60A1";"1D50";"OpenMoko, Inc.";"60A1";"Airspy"
"VID_1D50&PID_60A2";"1D50";"OpenMoko, Inc.";"60A2";"barebox (DFU)"
"VID_1D50&PID_60A3";"1D50";"OpenMoko, Inc.";"60A3";"keyboard (bootloader)"
"VID_1D50&PID_60A4";"1D50";"OpenMoko, Inc.";"60A4";"Papilio Duo (AVR)"
"VID_1D50&PID_60A5";"1D50";"OpenMoko, Inc.";"60A5";"Papilio Duo (FPGA)"
"VID_1D50&PID_60A6";"1D50";"OpenMoko, Inc.";"60A6";"HydraBus/HydraNFC (bootloader)"
"VID_1D50&PID_60A7";"1D50";"OpenMoko, Inc.";"60A7";"HydraBus/HydraNFC"
"VID_1D50&PID_60A8";"1D50";"OpenMoko, Inc.";"60A8";"reserved"
"VID_1D50&PID_60A9";"1D50";"OpenMoko, Inc.";"60A9";"Blinky Light Controller (DFU)"
"VID_1D50&PID_60AA";"1D50";"OpenMoko, Inc.";"60AA";"Blinky Light Controller"
"VID_1D50&PID_60AB";"1D50";"OpenMoko, Inc.";"60AB";"AllPixel"
"VID_1D50&PID_60AC";"1D50";"OpenMoko, Inc.";"60AC";"OpenBLT generic microcontroller (bootloader)"
"VID_1D50&PID_60AD";"1D50";"OpenMoko, Inc.";"60AD";"Clasic Gamepad Adapter (NES)"
"VID_1D50&PID_60AE";"1D50";"OpenMoko, Inc.";"60AE";"Clasic Gamepad Adapter (N64)"
"VID_1D50&PID_60AF";"1D50";"OpenMoko, Inc.";"60AF";"Clasic Gamepad Adapter (DB9)"
"VID_1D50&PID_60B0";"1D50";"OpenMoko, Inc.";"60B0";"Waterott Arduino based Clock (caterina bootloader)"
"VID_1D50&PID_60B1";"1D50";"OpenMoko, Inc.";"60B1";"Drinkbot (processing)"
"VID_1D50&PID_60B2";"1D50";"OpenMoko, Inc.";"60B2";"Drinkbot (OTG-tablet support)"
"VID_1D50&PID_60B3";"1D50";"OpenMoko, Inc.";"60B3";"calc.pw password generator device (standard)"
"VID_1D50&PID_60B4";"1D50";"OpenMoko, Inc.";"60B4";"calc.pw password generator device (enhanced)"
"VID_1D50&PID_60B5";"1D50";"OpenMoko, Inc.";"60B5";"TimVideos' HDMI2USB (FX2) - Unconfigured device"
"VID_1D50&PID_60B6";"1D50";"OpenMoko, Inc.";"60B6";"TimVideos' HDMI2USB (FX2) - Firmware load/upgrade"
"VID_1D50&PID_60B7";"1D50";"OpenMoko, Inc.";"60B7";"TimVideos' HDMI2USB (FX2) - HDMI/DVI Capture Device"
"VID_1D50&PID_60B8";"1D50";"OpenMoko, Inc.";"60B8";"TimVideos' HDMI2USB (Soft+UTMI) - Unconfigured device"
"VID_1D50&PID_60B9";"1D50";"OpenMoko, Inc.";"60B9";"TimVideos' HDMI2USB (Soft+UTMI) - Firmware upgrade"
"VID_1D50&PID_60BA";"1D50";"OpenMoko, Inc.";"60BA";"TimVideos' HDMI2USB (Soft+UTMI) - HDMI/DVI Capture Device"
"VID_1D50&PID_60BC";"1D50";"OpenMoko, Inc.";"60BC";"Simple CC25xx programmer / serial board"
"VID_1D50&PID_60BD";"1D50";"OpenMoko, Inc.";"60BD";"Open Source control interface for multimedia applications"
"VID_1D50&PID_60BE";"1D50";"OpenMoko, Inc.";"60BE";"Pixelmatix Aurora (bootloader)"
"VID_1D50&PID_60BF";"1D50";"OpenMoko, Inc.";"60BF";"Pixelmatix Aurora"
"VID_1D50&PID_60C0";"1D50";"OpenMoko, Inc.";"60C0";"Nucular Keyboard adapter"
"VID_1D50&PID_60C1";"1D50";"OpenMoko, Inc.";"60C1";"BrewBit Model-T pOSHW temperature controller for homebrewers (bootloader)"
"VID_1D50&PID_60C2";"1D50";"OpenMoko, Inc.";"60C2";"BrewBit Model-T pOSHW temperature controller for homebrewers"
"VID_1D50&PID_60C3";"1D50";"OpenMoko, Inc.";"60C3";"X Antenna Tracker arduino board"
"VID_1D50&PID_60C4";"1D50";"OpenMoko, Inc.";"60C4";"CAN bus communication device"
"VID_1D50&PID_60C5";"1D50";"OpenMoko, Inc.";"60C5";"PIC16F1 bootloader"
"VID_1D50&PID_60C6";"1D50";"OpenMoko, Inc.";"60C6";"USBtrng hardware random number generator"
"VID_1D50&PID_60C7";"1D50";"OpenMoko, Inc.";"60C7";"Zubax GNSS positioning module for light UAV systems"
"VID_1D50&PID_60C8";"1D50";"OpenMoko, Inc.";"60C8";"Xlink data transfer and control system for Commodore C64"
"VID_1D50&PID_60C9";"1D50";"OpenMoko, Inc.";"60C9";"random number generator"
"VID_1D50&PID_60CA";"1D50";"OpenMoko, Inc.";"60CA";"FinalKey password manager"
"VID_1D50&PID_60CB";"1D50";"OpenMoko, Inc.";"60CB";"PteroDAQ Data Acquisition on FRDM-KL25Z and future boards"
"VID_1D50&PID_60CC";"1D50";"OpenMoko, Inc.";"60CC";"LamDiNao"
"VID_1D50&PID_60CD";"1D50";"OpenMoko, Inc.";"60CD";"Open Lighting DMX512 / RDM widget"
"VID_1D50&PID_60DE";"1D50";"OpenMoko, Inc.";"60DE";"Cryptech.is random number generator"
"VID_1D50&PID_60DF";"1D50";"OpenMoko, Inc.";"60DF";"Numato Opsis HDMI2USB board (unconfigured)"
"VID_1D50&PID_60E0";"1D50";"OpenMoko, Inc.";"60E0";"Numato Opsis HDMI2USB board (JTAG Programming Mode)"
"VID_1D50&PID_60E1";"1D50";"OpenMoko, Inc.";"60E1";"Numato Opsis HDMI2USB board (User Mode)"
"VID_1D50&PID_60E2";"1D50";"OpenMoko, Inc.";"60E2";"Osmocom SIMtrace 2 (DFU)"
"VID_1D50&PID_60E3";"1D50";"OpenMoko, Inc.";"60E3";"Osmocom SIMtrace 2"
"VID_1D50&PID_60E4";"1D50";"OpenMoko, Inc.";"60E4";"3D printed racing game - (Catalina CDC bootloader)"
"VID_1D50&PID_60E5";"1D50";"OpenMoko, Inc.";"60E5";"3D printed racing game"
"VID_1D50&PID_60E6";"1D50";"OpenMoko, Inc.";"60E6";"replacement for GoodFET/FaceDancer - GreatFet"
"VID_1D50&PID_60E7";"1D50";"OpenMoko, Inc.";"60E7";"replacement for GoodFET/FaceDancer - GreatFet target"
"VID_1D50&PID_60E8";"1D50";"OpenMoko, Inc.";"60E8";"Alpen Clack keyboard"
"VID_1D50&PID_60E9";"1D50";"OpenMoko, Inc.";"60E9";"keyman64 keyboard itercepter"
"VID_1D50&PID_60EA";"1D50";"OpenMoko, Inc.";"60EA";"Wiggleport FPGA-based I/O board"
"VID_1D50&PID_60EB";"1D50";"OpenMoko, Inc.";"60EB";"candleLight CAN adapter"
"VID_1D50&PID_60EC";"1D50";"OpenMoko, Inc.";"60EC";"Duet 2 WiFi or Duet 2 Ethernet 3D printer control electronics"
"VID_1D50&PID_60ED";"1D50";"OpenMoko, Inc.";"60ED";"Duet 2 Maestro 3D printer control electronics"
"VID_1D50&PID_60EE";"1D50";"OpenMoko, Inc.";"60EE";"Duet 3 motion control electronics"
"VID_1D50&PID_60F0";"1D50";"OpenMoko, Inc.";"60F0";"UDAD-T1 data aquisition device (boot)"
"VID_1D50&PID_60F1";"1D50";"OpenMoko, Inc.";"60F1";"UDAD-T1 data aquisition device"
"VID_1D50&PID_60F2";"1D50";"OpenMoko, Inc.";"60F2";"UDAD-T2 data aquisition device (boot)"
"VID_1D50&PID_60F3";"1D50";"OpenMoko, Inc.";"60F3";"UDAD-T2 data aquisition device"
"VID_1D50&PID_60F4";"1D50";"OpenMoko, Inc.";"60F4";"Uniti ARC motor controller"
"VID_1D50&PID_60F5";"1D50";"OpenMoko, Inc.";"60F5";"EightByEight Blinky Badge (DFU)"
"VID_1D50&PID_60F6";"1D50";"OpenMoko, Inc.";"60F6";"EightByEight Blinky Badge"
"VID_1D50&PID_60F7";"1D50";"OpenMoko, Inc.";"60F7";"cardio NFC/RFID card reader (bootloader)"
"VID_1D50&PID_60F8";"1D50";"OpenMoko, Inc.";"60F8";"cardio NFC/RFID card reader"
"VID_1D50&PID_60FC";"1D50";"OpenMoko, Inc.";"60FC";"OnlyKey Two-factor Authentication and Password Solution"
"VID_1D50&PID_6100";"1D50";"OpenMoko, Inc.";"6100";"overlay64 video overlay module"
"VID_1D50&PID_6104";"1D50";"OpenMoko, Inc.";"6104";"ScopeFun open source instrumentation"
"VID_1D50&PID_6108";"1D50";"OpenMoko, Inc.";"6108";"Myriad-RF LimeSDR"
"VID_1D50&PID_610C";"1D50";"OpenMoko, Inc.";"610C";"Magic Keys (boot)"
"VID_1D50&PID_610D";"1D50";"OpenMoko, Inc.";"610D";"Magic Keys"
"VID_1D50&PID_6114";"1D50";"OpenMoko, Inc.";"6114";"MIDI key"
"VID_1D50&PID_6118";"1D50";"OpenMoko, Inc.";"6118";"Thomson MO5 keyboard"
"VID_1D50&PID_6122";"1D50";"OpenMoko, Inc.";"6122";"Ultimate Hacking Keyboard"
"VID_1D50&PID_614C";"1D50";"OpenMoko, Inc.";"614C";"dwtk In-Circuit Emulator"
"VID_1D50&PID_8085";"1D50";"OpenMoko, Inc.";"8085";"Box0 (box0-v5)"
"VID_1D50&PID_CC15";"1D50";"OpenMoko, Inc.";"CC15";"rad1o badge for CCC summer camp 2015"
"VID_1D57&PID_0005";"1D57";"Xenta";"0005";"Wireless Receiver (Keyboard and Mouse)"
"VID_1D57&PID_0006";"1D57";"Xenta";"0006";"Wireless Receiver (RC Laser Pointer)"
"VID_1D57&PID_000C";"1D57";"Xenta";"000C";"Optical Mouse"
"VID_1D57&PID_130F";"1D57";"Xenta";"130F";"2.4Ghz wireless optical mouse receiver"
"VID_1D57&PID_2400";"1D57";"Xenta";"2400";"Wireless Mouse Receiver"
"VID_1D57&PID_32DA";"1D57";"Xenta";"32DA";"2.4GHz Receiver (Keyboard and Mouse)"
"VID_1D57&PID_83D0";"1D57";"Xenta";"83D0";"Click-mouse!"
"VID_1D57&PID_AC01";"1D57";"Xenta";"AC01";"Wireless Receiver (Keyboard and Mouse)"
"VID_1D57&PID_AC02";"1D57";"Xenta";"AC02";"ViFit Activity Tracker"
"VID_1D57&PID_AC08";"1D57";"Xenta";"AC08";"RFID Receiver (Keyboard)"
"VID_1D57&PID_AD02";"1D57";"Xenta";"AD02";"SE340D PC Remote Control"
"VID_1D57&PID_AD03";"1D57";"Xenta";"AD03";"[T3] 2.4GHz and IR Air Mouse Remote Control"
"VID_1D57&PID_AF01";"1D57";"Xenta";"AF01";"AUVIO Universal Remote Receiver for PlayStation 3"
"VID_1D57&PID_AF03";"1D57";"Xenta";"AF03";"Wireless Receiver"
"VID_1D57&PID_FA20";"1D57";"Xenta";"FA20";"2.4GHz Wireless Reciever (Mini Keyboard & Mouse)"
"";"1D5B";"Smartronix, Inc.";"";""
"VID_1D5C&PID_2000";"1D5C";"Fresco Logic";"2000";"FL2000/FL2000DX VGA/DVI/HDMI Adapter"
"VID_1D6B&PID_0001";"1D6B";"Linux Foundation";"0001";"1.1 root hub"
"VID_1D6B&PID_0002";"1D6B";"Linux Foundation";"0002";"2.0 root hub"
"VID_1D6B&PID_0003";"1D6B";"Linux Foundation";"0003";"3.0 root hub"
"VID_1D6B&PID_0100";"1D6B";"Linux Foundation";"0100";"PTP Gadget"
"VID_1D6B&PID_0101";"1D6B";"Linux Foundation";"0101";"Audio Gadget"
"VID_1D6B&PID_0102";"1D6B";"Linux Foundation";"0102";"EEM Gadget"
"VID_1D6B&PID_0103";"1D6B";"Linux Foundation";"0103";"NCM (Ethernet) Gadget"
"VID_1D6B&PID_0104";"1D6B";"Linux Foundation";"0104";"Multifunction Composite Gadget"
"VID_1D6B&PID_0105";"1D6B";"Linux Foundation";"0105";"FunctionFS Gadget"
"VID_1D6B&PID_0200";"1D6B";"Linux Foundation";"0200";"Qemu Audio Device"
"VID_1D88&PID_0001";"1D88";"Mahr GmbH";"0001";"Measurement Device [MarECon]"
"VID_1D88&PID_0002";"1D88";"Mahr GmbH";"0002";"Probe"
"VID_1D88&PID_0003";"1D88";"Mahr GmbH";"0003";"Surface Measurement [PS10]"
"VID_1D90&PID_201E";"1D90";"Citizen";"201E";"PPU-700"
"VID_1D90&PID_2037";"1D90";"Citizen";"2037";"CL-S631 Barcode Printer"
"VID_1D90&PID_20F0";"1D90";"Citizen";"20F0";"Thermal Receipt Printer [CT-E351]"
"VID_1D9D&PID_1010";"1D9D";"Sigma Sport";"1010";"Docking Station Topline 2009"
"VID_1D9D&PID_1011";"1D9D";"Sigma Sport";"1011";"Docking Station Topline 2012"
"VID_1D9D&PID_1012";"1D9D";"Sigma Sport";"1012";"Docking Station Topline 2016"
"";"1DD2";"Leo Bodnar Electronics Ltd";"";""
"VID_1DD3&PID_0001";"1DD3";"Dajc Inc.";"0001";"Expert I/O 1000"
"VID_1DE1&PID_1101";"1DE1";"Actions Microelectronics Co.";"1101";"Generic Display Device (Mass storage mode)"
"VID_1DE1&PID_C101";"1DE1";"Actions Microelectronics Co.";"C101";"Generic Display Device"
"";"1DE6";"MICRORISC s.r.o.";"";""
"VID_1DF7&PID_2500";"1DF7";"SDRplay";"2500";"RSP1"
"VID_1DF7&PID_3000";"1DF7";"SDRplay";"3000";"RSP1a"
"VID_1DF7&PID_3010";"1DF7";"SDRplay";"3010";"RSP2/RSP2pro"
"VID_1DF7&PID_3020";"1DF7";"SDRplay";"3020";"RSPduo"
"VID_1DF7&PID_3030";"1DF7";"SDRplay";"3030";"RSPdx"
"VID_1E0E&PID_F000";"1E0E";"Qualcomm / Option";"F000";"iCON 210 UMTS Surfstick"
"VID_1E10&PID_2004";"1E10";"Point Grey Research, Inc.";"2004";"Sony 1.3MP 1/3"" ICX445 IIDC video camera [Chameleon]"
"VID_1E17&PID_0001";"1E17";"Mirion Technologies Dosimetry Services Division";"0001";"instadose dosimeter"
"VID_1E1D&PID_0165";"1E1D";"Kanguru Solutions";"0165";"Secure Pen drive"
"VID_1E1D&PID_1101";"1E1D";"Kanguru Solutions";"1101";"FlashBlu Flash Drive"
"";"1E1F";"INVIA";"";""
"VID_1E29&PID_0101";"1E29";"Festo AG & Co. KG";"0101";"CPX Adapter"
"VID_1E29&PID_0102";"1E29";"Festo AG & Co. KG";"0102";"CPX Adapter >=HW10.09 [CP2102]"
"VID_1E29&PID_0401";"1E29";"Festo AG & Co. KG";"0401";"iL3-TP [AT90USB646]"
"VID_1E29&PID_0402";"1E29";"Festo AG & Co. KG";"0402";"FTDI232 [EasyPort]"
"VID_1E29&PID_0403";"1E29";"Festo AG & Co. KG";"0403";"FTDI232 [EasyPort Mini]"
"VID_1E29&PID_0404";"1E29";"Festo AG & Co. KG";"0404";"FTDI232 [Netzteil-GL]"
"VID_1E29&PID_0405";"1E29";"Festo AG & Co. KG";"0405";"FTDI232 [MotorPrÃ¼fstand]"
"VID_1E29&PID_0406";"1E29";"Festo AG & Co. KG";"0406";"STM32F103 [EasyKit]"
"VID_1E29&PID_0407";"1E29";"Festo AG & Co. KG";"0407";"LPC2378 [Robotino]"
"VID_1E29&PID_0408";"1E29";"Festo AG & Co. KG";"0408";"LPC2378 [Robotino-Arm]"
"VID_1E29&PID_0409";"1E29";"Festo AG & Co. KG";"0409";"LPC2378 [Robotino-Arm Bootloader]"
"VID_1E29&PID_040A";"1E29";"Festo AG & Co. KG";"040A";"LPC2378 [Robotino Bootloader]"
"VID_1E29&PID_040B";"1E29";"Festo AG & Co. KG";"040B";"LPC2378 [Robotino XT]"
"VID_1E29&PID_040C";"1E29";"Festo AG & Co. KG";"040C";"LPC2378 [Robotino XT Bootloader]"
"VID_1E29&PID_040D";"1E29";"Festo AG & Co. KG";"040D";"LPC2378 [Robotino 3]"
"VID_1E29&PID_040E";"1E29";"Festo AG & Co. KG";"040E";"LPC2378 [Robotino 3 Bootloader]"
"VID_1E29&PID_040F";"1E29";"Festo AG & Co. KG";"040F";"LPC2148 [Robotino gripper]"
"VID_1E29&PID_0410";"1E29";"Festo AG & Co. KG";"0410";"LPC2148 [Robotino IR panel]"
"VID_1E29&PID_0501";"1E29";"Festo AG & Co. KG";"0501";"CP2102 [CMSP]"
"VID_1E29&PID_0601";"1E29";"Festo AG & Co. KG";"0601";"CMMP-AS"
"VID_1E29&PID_0602";"1E29";"Festo AG & Co. KG";"0602";"FTDI232 [CMMS]"
"VID_1E2D&PID_004F";"1E2D";"Gemalto M2M GmbH";"004F";"EGS3 GSM/GPRS modem"
"VID_1E2D&PID_0054";"1E2D";"Gemalto M2M GmbH";"0054";"PH8 wireless module"
"VID_1E2D&PID_0058";"1E2D";"Gemalto M2M GmbH";"0058";"Wireless Module [Cinterion EHS6]"
"VID_1E2D&PID_0059";"1E2D";"Gemalto M2M GmbH";"0059";"Wireless Module [Cinterion BGx]"
"VID_1E2D&PID_005B";"1E2D";"Gemalto M2M GmbH";"005B";"Zoom 4625 Modem"
"VID_1E2D&PID_0061";"1E2D";"Gemalto M2M GmbH";"0061";"ALSx PLSx LTE modem"
"VID_1E2D&PID_00A0";"1E2D";"Gemalto M2M GmbH";"00A0";"Cinterion ELS31-V"
"VID_1E3D&PID_198A";"1E3D";"Chipsbank Microelectronics Co., Ltd";"198A";"Flash Disk"
"VID_1E3D&PID_2093";"1E3D";"Chipsbank Microelectronics Co., Ltd";"2093";"CBM209x Flash Drive (OEM)"
"VID_1E3D&PID_4082";"1E3D";"Chipsbank Microelectronics Co., Ltd";"4082";"CBM4082 SD Card Reader"
"VID_1E41&PID_0001";"1E41";"Cleverscope";"0001";"CS328A PC Oscilloscope"
"VID_1E41&PID_0004";"1E41";"Cleverscope";"0004";"CS448"
"VID_1E44&PID_7220";"1E44";"SHIMANO INC.";"7220";"SM-BCR2"
"VID_1E4E&PID_0100";"1E4E";"Cubeternet";"0100";"WebCam"
"VID_1E4E&PID_0102";"1E4E";"Cubeternet";"0102";"GL-UPC822 UVC WebCam"
"VID_1E4E&PID_0109";"1E4E";"Cubeternet";"0109";"EtronTech CMOS based eSP570 WebCam [Onyx Titanium TC101]"
"VID_1E54&PID_2030";"1E54";"TypeMatrix";"2030";"2030 USB Keyboard"
"VID_1E68&PID_001B";"1E68";"TrekStor GmbH & Co. KG";"001B";"DataStation maxi g.u"
"VID_1E68&PID_004C";"1E68";"TrekStor GmbH & Co. KG";"004C";"DataStation Pocket Click"
"VID_1E68&PID_0050";"1E68";"TrekStor GmbH & Co. KG";"0050";"DataStation maxi light"
