"VID_PID";"VID";"VID_name";"PID";"PID_name"
"VID_0001&PID_7778";"0001";"Fry's Electronics";"7778";"Counterfeit flash drive [Kingston]"
"VID_0002&PID_0002";"0002";"Ingram";"0002";"passport00"
"";"0003";"Club Mac";"";""
"";"0004";"Nebraska Furniture Mart";"";""
"VID_0011&PID_7788";"0011";"Unknown";"7788";"counterfeit flash drive"
"VID_0053&PID_5301";"0053";"Planex";"5301";"GW-US54ZGL 802.11bg"
"VID_0078&PID_0006";"0078";"Microntek";"0006";"Joystick"
"VID_0079&PID_0006";"0079";"DragonRise Inc.";"0006";"PC TWIN SHOCK Gamepad"
"VID_0079&PID_0011";"0079";"DragonRise Inc.";"0011";"Gamepad"
"VID_0079&PID_1800";"0079";"DragonRise Inc.";"1800";"Mayflash Wii U Pro Game Controller Adapter [DirectInput]"
"VID_0079&PID_181B";"0079";"DragonRise Inc.";"181B";"Venom Arcade Joystick"
"VID_0079&PID_1843";"0079";"DragonRise Inc.";"1843";"Mayflash GameCube Controller Adapter"
"VID_0079&PID_1844";"0079";"DragonRise Inc.";"1844";"Mayflash GameCube Controller"
"VID_0080&PID_A001";"0080";"Unknown";"A001";"JMS578 based SATA bridge"
"VID_0085&PID_0600";"0085";"Boeye Technology Co., Ltd.";"0600";"eBook Reader"
"";"0102";"miniSTREAK";"";""
"VID_0105&PID_145F";"0105";"Trust International B.V.";"145F";"NW-3100 802.11b/g 54Mbps Wireless Network Adapter [zd1211]"
"VID_0127&PID_0002";"0127";"IBP";"0002";"HDM Interface"
"VID_0127&PID_0127";"0127";"IBP";"0127";"ibp"
"VID_0145&PID_0112";"0145";"Unknown";"0112";"Card Reader"
"VID_017C&PID_145F";"017C";"MLK";"145F";"Trust Deskset"
"VID_0200&PID_0201";"0200";"TP-Link";"0201";"MA180 UMTS Modem"
"VID_0204&PID_6025";"0204";"Chipsbank Microelectronics Co., Ltd";"6025";"CBM2080 / CBM2090 Flash drive controller"
"VID_0204&PID_6026";"0204";"Chipsbank Microelectronics Co., Ltd";"6026";"CBM1180 Flash drive controller"
"VID_0218&PID_0301";"0218";"Hangzhou Worlde";"0301";"MIDI Port"
"VID_02AD&PID_138C";"02AD";"HUMAX Co., Ltd.";"138C";"PVR Mass Storage"
"";"0303";"Mini Automation Controller";"";""
"VID_0324&PID_BC06";"0324";"OCZ Technology Inc";"BC06";"OCZ ATV USB 2.0 Flash Drive"
"VID_0324&PID_BC08";"0324";"OCZ Technology Inc";"BC08";"OCZ Rally2/ATV USB 2.0 Flash Drive"
"VID_0325&PID_AC02";"0325";"OCZ Technology Inc";"AC02";"ATV Turbo / Rally2 Dual Channel USB 2.0 Flash Drive"
"VID_0386&PID_0001";"0386";"LTS";"0001";"PSX for USB Converter"
"VID_03D9&PID_0499";"03D9";"Shenzhen Sinote Tech-Electron Co., Ltd";"0499";"SE340D PC Remote Control"
"VID_03DA&PID_0002";"03DA";"Bernd Walter Computer Technology";"0002";"HD44780 LCD interface"
"VID_03E7&PID_2150";"03E7";"Intel";"2150";"Myriad VPU [Movidius Neural Compute Stick]"
"VID_03E7&PID_2485";"03E7";"Intel";"2485";"Movidius MyriadX"
"VID_03E7&PID_F63B";"03E7";"Intel";"F63B";"Myriad VPU [Movidius Neural Compute Stick]"
"VID_03E8&PID_0004";"03E8";"EndPoints, Inc.";"0004";"SE401 Webcam"
"VID_03E8&PID_0008";"03E8";"EndPoints, Inc.";"0008";"101 Ethernet [klsi]"
"VID_03E8&PID_0015";"03E8";"EndPoints, Inc.";"0015";"ATAPI Enclosure"
"VID_03E8&PID_2123";"03E8";"EndPoints, Inc.";"2123";"SiPix StyleCam Deluxe"
"VID_03E8&PID_8004";"03E8";"EndPoints, Inc.";"8004";"Aox 99001"
"";"03E9";"Thesys Microelectronics";"";""
"";"03EA";"Data Broadcasting Corp.";"";""
"VID_03EB&PID_0902";"03EB";"Atmel Corp.";"0902";"4-Port Hub"
"VID_03EB&PID_2002";"03EB";"Atmel Corp.";"2002";"Mass Storage Device"
"VID_03EB&PID_2015";"03EB";"Atmel Corp.";"2015";"at90usbkey sample firmware (HID keyboard)"
"VID_03EB&PID_2018";"03EB";"Atmel Corp.";"2018";"at90usbkey sample firmware (CDC ACM)"
"VID_03EB&PID_2019";"03EB";"Atmel Corp.";"2019";"stk525 sample firmware (microphone)"
"VID_03EB&PID_201C";"03EB";"Atmel Corp.";"201C";"at90usbkey sample firmware (HID mouse)"
"VID_03EB&PID_201D";"03EB";"Atmel Corp.";"201D";"at90usbkey sample firmware (HID generic)"
"VID_03EB&PID_2022";"03EB";"Atmel Corp.";"2022";"at90usbkey sample firmware (composite device)"
"VID_03EB&PID_2040";"03EB";"Atmel Corp.";"2040";"LUFA Test PID"
"VID_03EB&PID_2041";"03EB";"Atmel Corp.";"2041";"LUFA Mouse Demo Application"
"VID_03EB&PID_2042";"03EB";"Atmel Corp.";"2042";"LUFA Keyboard Demo Application"
"VID_03EB&PID_2043";"03EB";"Atmel Corp.";"2043";"LUFA Joystick Demo Application"
"VID_03EB&PID_2044";"03EB";"Atmel Corp.";"2044";"LUFA CDC Demo Application"
"VID_03EB&PID_2045";"03EB";"Atmel Corp.";"2045";"LUFA Mass Storage Demo Application"
"VID_03EB&PID_2046";"03EB";"Atmel Corp.";"2046";"LUFA Audio Output Demo Application"
"VID_03EB&PID_2047";"03EB";"Atmel Corp.";"2047";"LUFA Audio Input Demo Application"
"VID_03EB&PID_2048";"03EB";"Atmel Corp.";"2048";"LUFA MIDI Demo Application"
"VID_03EB&PID_2049";"03EB";"Atmel Corp.";"2049";"Stripe Snoop Magnetic Stripe Reader"
"VID_03EB&PID_204A";"03EB";"Atmel Corp.";"204A";"LUFA CDC Class Bootloader"
"VID_03EB&PID_204B";"03EB";"Atmel Corp.";"204B";"LUFA USB to Serial Adapter Project"
"VID_03EB&PID_204C";"03EB";"Atmel Corp.";"204C";"LUFA RNDIS Demo Application"
"VID_03EB&PID_204D";"03EB";"Atmel Corp.";"204D";"LUFA Combined Mouse and Keyboard Demo Application"
"VID_03EB&PID_204E";"03EB";"Atmel Corp.";"204E";"LUFA Dual CDC Demo Application"
"VID_03EB&PID_204F";"03EB";"Atmel Corp.";"204F";"LUFA Generic HID Demo Application"
"VID_03EB&PID_2060";"03EB";"Atmel Corp.";"2060";"Benito Programmer Project"
"VID_03EB&PID_2061";"03EB";"Atmel Corp.";"2061";"LUFA Combined Mass Storage and Keyboard Demo Application"
"VID_03EB&PID_2062";"03EB";"Atmel Corp.";"2062";"LUFA Combined CDC and Mouse Demo Application"
"VID_03EB&PID_2063";"03EB";"Atmel Corp.";"2063";"LUFA Datalogger Device"
"VID_03EB&PID_2064";"03EB";"Atmel Corp.";"2064";"Interfaceless Control-Only LUFA Devices"
"VID_03EB&PID_2065";"03EB";"Atmel Corp.";"2065";"LUFA Test and Measurement Demo Application"
"VID_03EB&PID_2066";"03EB";"Atmel Corp.";"2066";"LUFA Multiple Report HID Demo"
"VID_03EB&PID_2068";"03EB";"Atmel Corp.";"2068";"LUFA Virtual Serial/Mass Storage Demo"
"VID_03EB&PID_2069";"03EB";"Atmel Corp.";"2069";"LUFA Webserver Project"
"VID_03EB&PID_2103";"03EB";"Atmel Corp.";"2103";"JTAG ICE mkII"
"VID_03EB&PID_2104";"03EB";"Atmel Corp.";"2104";"AVR ISP mkII"
"VID_03EB&PID_2105";"03EB";"Atmel Corp.";"2105";"AVRONE!"
"VID_03EB&PID_2106";"03EB";"Atmel Corp.";"2106";"STK600 development board"
"VID_03EB&PID_2107";"03EB";"Atmel Corp.";"2107";"AVR Dragon"
"VID_03EB&PID_2109";"03EB";"Atmel Corp.";"2109";"STK541 ZigBee Development Board"
"VID_03EB&PID_210A";"03EB";"Atmel Corp.";"210A";"AT86RF230 [RZUSBSTICK] transceiver"
"VID_03EB&PID_210D";"03EB";"Atmel Corp.";"210D";"XPLAIN evaluation kit (CDC ACM)"
"VID_03EB&PID_2110";"03EB";"Atmel Corp.";"2110";"AVR JTAGICE3 Debugger and Programmer"
"VID_03EB&PID_2111";"03EB";"Atmel Corp.";"2111";"Xplained Pro board debugger and programmer"
"VID_03EB&PID_2122";"03EB";"Atmel Corp.";"2122";"XMEGA-A1 Explained evaluation kit"
"VID_03EB&PID_2140";"03EB";"Atmel Corp.";"2140";"AVR JTAGICE3 (v3.x) Debugger and Programmer"
"VID_03EB&PID_2141";"03EB";"Atmel Corp.";"2141";"ICE debugger"
"VID_03EB&PID_2145";"03EB";"Atmel Corp.";"2145";"ATMEGA328P-XMINI (CDC ACM)"
"VID_03EB&PID_2310";"03EB";"Atmel Corp.";"2310";"EVK11xx evaluation board"
"VID_03EB&PID_2404";"03EB";"Atmel Corp.";"2404";"The Micro"
"VID_03EB&PID_2FE4";"03EB";"Atmel Corp.";"2FE4";"ATxmega32A4U DFU bootloader"
"VID_03EB&PID_2FE6";"03EB";"Atmel Corp.";"2FE6";"Cactus V6 (DFU)"
"VID_03EB&PID_2FEA";"03EB";"Atmel Corp.";"2FEA";"Cactus RF60 (DFU)"
"VID_03EB&PID_2FEE";"03EB";"Atmel Corp.";"2FEE";"atmega8u2 DFU bootloader"
"VID_03EB&PID_2FEF";"03EB";"Atmel Corp.";"2FEF";"atmega16u2 DFU bootloader"
"VID_03EB&PID_2FF0";"03EB";"Atmel Corp.";"2FF0";"atmega32u2 DFU bootloader"
"VID_03EB&PID_2FF1";"03EB";"Atmel Corp.";"2FF1";"at32uc3a3 DFU bootloader"
"VID_03EB&PID_2FF3";"03EB";"Atmel Corp.";"2FF3";"atmega16u4 DFU bootloader"
"VID_03EB&PID_2FF4";"03EB";"Atmel Corp.";"2FF4";"atmega32u4 DFU bootloader"
"VID_03EB&PID_2FF6";"03EB";"Atmel Corp.";"2FF6";"at32uc3b0/1 DFU bootloader"
"VID_03EB&PID_2FF7";"03EB";"Atmel Corp.";"2FF7";"at90usb82 DFU bootloader"
"VID_03EB&PID_2FF8";"03EB";"Atmel Corp.";"2FF8";"at32uc3a0/1 DFU bootloader"
"VID_03EB&PID_2FF9";"03EB";"Atmel Corp.";"2FF9";"at90usb646/647 DFU bootloader"
"VID_03EB&PID_2FFA";"03EB";"Atmel Corp.";"2FFA";"at90usb162 DFU bootloader"
"VID_03EB&PID_2FFB";"03EB";"Atmel Corp.";"2FFB";"at90usb AVR DFU bootloader"
"VID_03EB&PID_2FFD";"03EB";"Atmel Corp.";"2FFD";"at89c5130/c5131 DFU bootloader"
"VID_03EB&PID_2FFF";"03EB";"Atmel Corp.";"2FFF";"at89c5132/c51snd1c DFU bootloader"
"VID_03EB&PID_3301";"03EB";"Atmel Corp.";"3301";"at43301 4-Port Hub"
"VID_03EB&PID_3312";"03EB";"Atmel Corp.";"3312";"4-Port Hub"
"VID_03EB&PID_4102";"03EB";"Atmel Corp.";"4102";"AirVast W-Buddie WN210"
"VID_03EB&PID_5601";"03EB";"Atmel Corp.";"5601";"at76c510 Prism-II 802.11b Access Point"
"VID_03EB&PID_5603";"03EB";"Atmel Corp.";"5603";"Cisco 7920 WiFi IP Phone"
"VID_03EB&PID_6119";"03EB";"Atmel Corp.";"6119";"AT91SAM CDC Demo Application"
"VID_03EB&PID_6124";"03EB";"Atmel Corp.";"6124";"at91sam SAMBA bootloader"
"VID_03EB&PID_6127";"03EB";"Atmel Corp.";"6127";"AT91SAM HID Keyboard Demo Application"
"VID_03EB&PID_6129";"03EB";"Atmel Corp.";"6129";"AT91SAM Mass Storage Demo Application"
"VID_03EB&PID_6200";"03EB";"Atmel Corp.";"6200";"AT91SAM HID Mouse Demo Application"
"VID_03EB&PID_7603";"03EB";"Atmel Corp.";"7603";"D-Link DWL-120 802.11b Wireless Adapter [Atmel at76c503a]"
"VID_03EB&PID_7604";"03EB";"Atmel Corp.";"7604";"at76c503a 802.11b Adapter"
"VID_03EB&PID_7605";"03EB";"Atmel Corp.";"7605";"at76c503a 802.11b Adapter"
"VID_03EB&PID_7606";"03EB";"Atmel Corp.";"7606";"at76c505 802.11b Adapter"
"VID_03EB&PID_7611";"03EB";"Atmel Corp.";"7611";"at76c510 rfmd2948 802.11b Access Point"
"VID_03EB&PID_7613";"03EB";"Atmel Corp.";"7613";"WL-1130 USB"
"VID_03EB&PID_7614";"03EB";"Atmel Corp.";"7614";"AT76c505a Wireless Adapter"
"VID_03EB&PID_7615";"03EB";"Atmel Corp.";"7615";"AT76C505AMX Wireless Adapter"
"VID_03EB&PID_7617";"03EB";"Atmel Corp.";"7617";"AT76C505AS Wireless Adapter"
"VID_03EB&PID_7800";"03EB";"Atmel Corp.";"7800";"Mini Album"
"VID_03EB&PID_800C";"03EB";"Atmel Corp.";"800C";"Airspy HF+"
"VID_03EB&PID_FF01";"03EB";"Atmel Corp.";"FF01";"WootingOne"
"VID_03EB&PID_FF02";"03EB";"Atmel Corp.";"FF02";"WootingTwo"
"VID_03EB&PID_FF07";"03EB";"Atmel Corp.";"FF07";"Tux Droid fish dongle"
"";"03EC";"Iwatsu America, Inc.";"";""
"";"03ED";"Mitel Corp.";"";""
"VID_03EE&PID_0000";"03EE";"Mitsumi";"0000";"CD-R/RW Drive"
"VID_03EE&PID_2501";"03EE";"Mitsumi";"2501";"eHome Infrared Receiver"
"VID_03EE&PID_2502";"03EE";"Mitsumi";"2502";"eHome Infrared Receiver"
"VID_03EE&PID_5609";"03EE";"Mitsumi";"5609";"Japanese Keyboard"
"VID_03EE&PID_641F";"03EE";"Mitsumi";"641F";"WIF-0402C Bluetooth Adapter"
"VID_03EE&PID_6438";"03EE";"Mitsumi";"6438";"Bluetooth Device"
"VID_03EE&PID_6440";"03EE";"Mitsumi";"6440";"WML-C52APR Bluetooth Adapter"
"VID_03EE&PID_6901";"03EE";"Mitsumi";"6901";"SmartDisk FDD"
"VID_03EE&PID_6902";"03EE";"Mitsumi";"6902";"Floppy Disk Drive"
"VID_03EE&PID_7500";"03EE";"Mitsumi";"7500";"CD-R/RW"
"VID_03EE&PID_FFFF";"03EE";"Mitsumi";"FFFF";"Dongle with BlueCore in DFU mode"
"VID_03F0&PID_0004";"03F0";"HP, Inc";"0004";"DeskJet 895c"
"VID_03F0&PID_0011";"03F0";"HP, Inc";"0011";"OfficeJet G55"
"VID_03F0&PID_0012";"03F0";"HP, Inc";"0012";"DeskJet 1125C Printer Port"
"VID_03F0&PID_0024";"03F0";"HP, Inc";"0024";"KU-0316 Keyboard"
"VID_03F0&PID_002A";"03F0";"HP, Inc";"002A";"LaserJet P1102"
"VID_03F0&PID_0053";"03F0";"HP, Inc";"0053";"DeskJet 2620 All-in-One Printer"
"VID_03F0&PID_0101";"03F0";"HP, Inc";"0101";"ScanJet 4100c"
"VID_03F0&PID_0102";"03F0";"HP, Inc";"0102";"PhotoSmart S20"
"VID_03F0&PID_0104";"03F0";"HP, Inc";"0104";"DeskJet 880c/970c"
"VID_03F0&PID_0105";"03F0";"HP, Inc";"0105";"ScanJet 4200c"
"VID_03F0&PID_0107";"03F0";"HP, Inc";"0107";"CD-Writer Plus"
"VID_03F0&PID_010C";"03F0";"HP, Inc";"010C";"Multimedia Keyboard Hub"
"VID_03F0&PID_0111";"03F0";"HP, Inc";"0111";"G55xi Printer/Scanner/Copier"
"VID_03F0&PID_0117";"03F0";"HP, Inc";"0117";"LaserJet 3200"
"VID_03F0&PID_011C";"03F0";"HP, Inc";"011C";"hn210w 802.11b Adapter"
"VID_03F0&PID_011D";"03F0";"HP, Inc";"011D";"Bluetooth 1.2 Interface [Broadcom BCM2035]"
"VID_03F0&PID_0121";"03F0";"HP, Inc";"0121";"HP 39g+ [F2224A], 39gs [F2223A], 40gs [F2225A], 48gII [F2226A], 49g+ [F2228A], 50g [F2229A, NW240AA]"
"VID_03F0&PID_0122";"03F0";"HP, Inc";"0122";"HID Internet Keyboard"
"VID_03F0&PID_0125";"03F0";"HP, Inc";"0125";"DAT72 Tape"
"VID_03F0&PID_0139";"03F0";"HP, Inc";"0139";"Barcode Scanner 4430"
"VID_03F0&PID_0201";"03F0";"HP, Inc";"0201";"ScanJet 6200c"
"VID_03F0&PID_0202";"03F0";"HP, Inc";"0202";"PhotoSmart S20"
"VID_03F0&PID_0204";"03F0";"HP, Inc";"0204";"DeskJet 815c"
"VID_03F0&PID_0205";"03F0";"HP, Inc";"0205";"ScanJet 3300c"
"VID_03F0&PID_0207";"03F0";"HP, Inc";"0207";"CD-Writer Plus 8200e"
"VID_03F0&PID_020C";"03F0";"HP, Inc";"020C";"Multimedia Keyboard"
"VID_03F0&PID_0211";"03F0";"HP, Inc";"0211";"OfficeJet G85"
"VID_03F0&PID_0212";"03F0";"HP, Inc";"0212";"DeskJet 1220C"
"VID_03F0&PID_0217";"03F0";"HP, Inc";"0217";"LaserJet 2200"
"VID_03F0&PID_0218";"03F0";"HP, Inc";"0218";"APOLLO P2500/2600"
"VID_03F0&PID_0221";"03F0";"HP, Inc";"0221";"StreamSmart 400 [F2235AA]"
"VID_03F0&PID_0223";"03F0";"HP, Inc";"0223";"Digital Drive Flash Reader"
"VID_03F0&PID_022A";"03F0";"HP, Inc";"022A";"Laserjet CP1525nw"
"VID_03F0&PID_0241";"03F0";"HP, Inc";"0241";"Link-5 micro dongle"
"VID_03F0&PID_0304";"03F0";"HP, Inc";"0304";"DeskJet 810c/812c"
"VID_03F0&PID_0305";"03F0";"HP, Inc";"0305";"ScanJet 4300c"
"VID_03F0&PID_0307";"03F0";"HP, Inc";"0307";"CD-Writer+ CD-4e"
"VID_03F0&PID_0311";"03F0";"HP, Inc";"0311";"OfficeJet G85xi"
"VID_03F0&PID_0312";"03F0";"HP, Inc";"0312";"Color Inkjet CP1700"
"VID_03F0&PID_0314";"03F0";"HP, Inc";"0314";"designjet 30/130 series"
"VID_03F0&PID_0317";"03F0";"HP, Inc";"0317";"LaserJet 1200"
"VID_03F0&PID_0324";"03F0";"HP, Inc";"0324";"SK-2885 keyboard"
"VID_03F0&PID_034A";"03F0";"HP, Inc";"034A";"Elite Keyboard"
"VID_03F0&PID_0401";"03F0";"HP, Inc";"0401";"ScanJet 5200c"
"VID_03F0&PID_0404";"03F0";"HP, Inc";"0404";"DeskJet 830c/832c"
"VID_03F0&PID_0405";"03F0";"HP, Inc";"0405";"ScanJet 3400cse"
"VID_03F0&PID_0411";"03F0";"HP, Inc";"0411";"OfficeJet G95"
"VID_03F0&PID_0412";"03F0";"HP, Inc";"0412";"Printing Support"
"VID_03F0&PID_0417";"03F0";"HP, Inc";"0417";"LaserJet 1200 series"
"VID_03F0&PID_0423";"03F0";"HP, Inc";"0423";"HS-COMBO Cardreader"
"VID_03F0&PID_042A";"03F0";"HP, Inc";"042A";"LaserJet M1132 MFP"
"VID_03F0&PID_0441";"03F0";"HP, Inc";"0441";"Prime [NW280AA, G8X92AA]"
"VID_03F0&PID_0504";"03F0";"HP, Inc";"0504";"DeskJet 885c"
"VID_03F0&PID_0505";"03F0";"HP, Inc";"0505";"ScanJet 2100c"
"VID_03F0&PID_0507";"03F0";"HP, Inc";"0507";"DVD+RW"
"VID_03F0&PID_050C";"03F0";"HP, Inc";"050C";"5219 Wireless Keyboard"
"VID_03F0&PID_0511";"03F0";"HP, Inc";"0511";"OfficeJet K60"
"VID_03F0&PID_0512";"03F0";"HP, Inc";"0512";"DeckJet 450"
"VID_03F0&PID_0517";"03F0";"HP, Inc";"0517";"LaserJet 1000"
"VID_03F0&PID_051D";"03F0";"HP, Inc";"051D";"Bluetooth Interface"
"VID_03F0&PID_052A";"03F0";"HP, Inc";"052A";"LaserJet M1212nf MFP"
"VID_03F0&PID_0601";"03F0";"HP, Inc";"0601";"ScanJet 6300c"
"VID_03F0&PID_0604";"03F0";"HP, Inc";"0604";"DeskJet 840c"
"VID_03F0&PID_0605";"03F0";"HP, Inc";"0605";"ScanJet 2200c"
"VID_03F0&PID_0610";"03F0";"HP, Inc";"0610";"Z24i Monitor Hub"
"VID_03F0&PID_0611";"03F0";"HP, Inc";"0611";"OfficeJet K60xi"
"VID_03F0&PID_0612";"03F0";"HP, Inc";"0612";"business inkjet 3000"
"VID_03F0&PID_0624";"03F0";"HP, Inc";"0624";"Bluetooth Dongle"
"VID_03F0&PID_0641";"03F0";"HP, Inc";"0641";"X1200 Optical Mouse"
"VID_03F0&PID_0701";"03F0";"HP, Inc";"0701";"ScanJet 5300c/5370c"
"VID_03F0&PID_0704";"03F0";"HP, Inc";"0704";"DeskJet 825c"
"VID_03F0&PID_0705";"03F0";"HP, Inc";"0705";"ScanJet 4400c"
"VID_03F0&PID_070C";"03F0";"HP, Inc";"070C";"Personal Media Drive"
"VID_03F0&PID_0711";"03F0";"HP, Inc";"0711";"OfficeJet K80"
"VID_03F0&PID_0712";"03F0";"HP, Inc";"0712";"DeskJet 1180c"
"VID_03F0&PID_0714";"03F0";"HP, Inc";"0714";"Printing Support"
"VID_03F0&PID_0741";"03F0";"HP, Inc";"0741";"Prime Wireless Kit [FOK65AA]"
"VID_03F0&PID_0801";"03F0";"HP, Inc";"0801";"ScanJet 7400c"
"VID_03F0&PID_0804";"03F0";"HP, Inc";"0804";"DeskJet 816c"
"VID_03F0&PID_0805";"03F0";"HP, Inc";"0805";"HP4470C"
"VID_03F0&PID_0811";"03F0";"HP, Inc";"0811";"OfficeJet K80xi"
"VID_03F0&PID_0817";"03F0";"HP, Inc";"0817";"LaserJet 3300"
"VID_03F0&PID_0901";"03F0";"HP, Inc";"0901";"ScanJet 2300c"
"VID_03F0&PID_0904";"03F0";"HP, Inc";"0904";"DeskJet 845c"
"VID_03F0&PID_0912";"03F0";"HP, Inc";"0912";"Printing Support"
"VID_03F0&PID_0917";"03F0";"HP, Inc";"0917";"LaserJet 3330"
"VID_03F0&PID_0924";"03F0";"HP, Inc";"0924";"Modular Smartcard Keyboard"
"VID_03F0&PID_0941";"03F0";"HP, Inc";"0941";"X500 Optical Mouse"
"VID_03F0&PID_094A";"03F0";"HP, Inc";"094A";"Optical Mouse [672662-001]"
"VID_03F0&PID_0A01";"03F0";"HP, Inc";"0A01";"ScanJet 2400c"
"VID_03F0&PID_0A17";"03F0";"HP, Inc";"0A17";"color LaserJet 3700"
"VID_03F0&PID_0B01";"03F0";"HP, Inc";"0B01";"ScanJet 82x0C"
"VID_03F0&PID_0B0C";"03F0";"HP, Inc";"0B0C";"Wireless Keyboard and Optical Mouse receiver"
"VID_03F0&PID_0B17";"03F0";"HP, Inc";"0B17";"LaserJet 2300d"
"VID_03F0&PID_0C17";"03F0";"HP, Inc";"0C17";"LaserJet 1010"
"VID_03F0&PID_0C24";"03F0";"HP, Inc";"0C24";"Bluetooth Dongle"
"VID_03F0&PID_0D12";"03F0";"HP, Inc";"0D12";"OfficeJet 9100 series"
"VID_03F0&PID_0D17";"03F0";"HP, Inc";"0D17";"LaserJet 1012"
"VID_03F0&PID_0D4A";"03F0";"HP, Inc";"0D4A";"SK-2025 Keyboard"
"VID_03F0&PID_0E17";"03F0";"HP, Inc";"0E17";"LaserJet 1015"
"VID_03F0&PID_0F0C";"03F0";"HP, Inc";"0F0C";"Wireless Keyboard and Optical Mouse receiver"
"VID_03F0&PID_0F11";"03F0";"HP, Inc";"0F11";"OfficeJet V40"
"VID_03F0&PID_0F12";"03F0";"HP, Inc";"0F12";"Printing Support"
"VID_03F0&PID_0F17";"03F0";"HP, Inc";"0F17";"LaserJet 1150"
"VID_03F0&PID_0F2A";"03F0";"HP, Inc";"0F2A";"LaserJet 400 color M451dn"
"VID_03F0&PID_1001";"03F0";"HP, Inc";"1001";"Photo Scanner 1000"
"VID_03F0&PID_1002";"03F0";"HP, Inc";"1002";"PhotoSmart 140 series"
"VID_03F0&PID_1004";"03F0";"HP, Inc";"1004";"DeskJet 970c/970cse"
"VID_03F0&PID_1005";"03F0";"HP, Inc";"1005";"ScanJet 5400c"
"VID_03F0&PID_1011";"03F0";"HP, Inc";"1011";"OfficeJet V40xi"
"VID_03F0&PID_1016";"03F0";"HP, Inc";"1016";"Jornada 548 / iPAQ HW6515 Pocket PC"
"VID_03F0&PID_1017";"03F0";"HP, Inc";"1017";"LaserJet 1300"
"VID_03F0&PID_1024";"03F0";"HP, Inc";"1024";"Smart Card Keyboard"
"VID_03F0&PID_1027";"03F0";"HP, Inc";"1027";"Virtual keyboard and mouse"
"VID_03F0&PID_102A";"03F0";"HP, Inc";"102A";"LaserJet Professional P 1102w"
"VID_03F0&PID_1102";"03F0";"HP, Inc";"1102";"PhotoSmart 240 series"
"VID_03F0&PID_1104";"03F0";"HP, Inc";"1104";"DeskJet 959c"
"VID_03F0&PID_1105";"03F0";"HP, Inc";"1105";"ScanJet 5470c/5490c"
"VID_03F0&PID_1111";"03F0";"HP, Inc";"1111";"OfficeJet v60"
"VID_03F0&PID_1116";"03F0";"HP, Inc";"1116";"Jornada 568 Pocket PC"
"VID_03F0&PID_1117";"03F0";"HP, Inc";"1117";"LaserJet 1300n"
"VID_03F0&PID_1151";"03F0";"HP, Inc";"1151";"PSC-750xi Printer/Scanner/Copier"
"VID_03F0&PID_1198";"03F0";"HP, Inc";"1198";"HID-compliant mouse"
"VID_03F0&PID_1202";"03F0";"HP, Inc";"1202";"PhotoSmart 320 series"
"VID_03F0&PID_1204";"03F0";"HP, Inc";"1204";"DeskJet 930c"
"VID_03F0&PID_1205";"03F0";"HP, Inc";"1205";"ScanJet 4500C/5550C"
"VID_03F0&PID_1211";"03F0";"HP, Inc";"1211";"OfficeJet v60xi"
"VID_03F0&PID_1217";"03F0";"HP, Inc";"1217";"LaserJet 2300L"
"VID_03F0&PID_1227";"03F0";"HP, Inc";"1227";"Virtual CD-ROM"
"VID_03F0&PID_1302";"03F0";"HP, Inc";"1302";"PhotoSmart 370 series"
"VID_03F0&PID_1305";"03F0";"HP, Inc";"1305";"ScanJet 4570c"
"VID_03F0&PID_1311";"03F0";"HP, Inc";"1311";"OfficeJet V30"
"VID_03F0&PID_1312";"03F0";"HP, Inc";"1312";"DeskJet 460"
"VID_03F0&PID_1317";"03F0";"HP, Inc";"1317";"LaserJet 1005"
"VID_03F0&PID_1327";"03F0";"HP, Inc";"1327";"iLO Virtual Hub"
"VID_03F0&PID_134A";"03F0";"HP, Inc";"134A";"Optical Mouse"
"VID_03F0&PID_1405";"03F0";"HP, Inc";"1405";"ScanJet 3670"
"VID_03F0&PID_1411";"03F0";"HP, Inc";"1411";"PSC 750"
"VID_03F0&PID_1424";"03F0";"HP, Inc";"1424";"f2105 Monitor Hub"
"VID_03F0&PID_1502";"03F0";"HP, Inc";"1502";"PhotoSmart 420 series"
"VID_03F0&PID_1504";"03F0";"HP, Inc";"1504";"DeskJet 920c"
"VID_03F0&PID_150C";"03F0";"HP, Inc";"150C";"Mood Lighting (Microchip Technology Inc.)"
"VID_03F0&PID_1511";"03F0";"HP, Inc";"1511";"PSC 750xi"
"VID_03F0&PID_1512";"03F0";"HP, Inc";"1512";"Printing Support"
"VID_03F0&PID_1517";"03F0";"HP, Inc";"1517";"color LaserJet 3500"
"VID_03F0&PID_1524";"03F0";"HP, Inc";"1524";"Smart Card Keyboard - KR"
"VID_03F0&PID_1539";"03F0";"HP, Inc";"1539";"Mini Magnetic Stripe Reader"
"VID_03F0&PID_1541";"03F0";"HP, Inc";"1541";"Prime [G8X92AA]"
"VID_03F0&PID_154A";"03F0";"HP, Inc";"154A";"Laser Mouse"
"VID_03F0&PID_1602";"03F0";"HP, Inc";"1602";"PhotoSmart 330 series"
"VID_03F0&PID_1604";"03F0";"HP, Inc";"1604";"DeskJet 940c"
"VID_03F0&PID_1605";"03F0";"HP, Inc";"1605";"ScanJet 5530C PhotoSmart"
"VID_03F0&PID_1611";"03F0";"HP, Inc";"1611";"psc 780"
"VID_03F0&PID_1617";"03F0";"HP, Inc";"1617";"LaserJet 3015"
